"","text"
"897","verstappen closes season  th win  leclerc clinches   standings "
"898","max verstappen   season  th win  abu dhabi grand prix associated press automotive vto vto "
"899","max verstappen  team principal christian horner   red bulls sweeping success    hard  "
"900","redbullracing maxverstappen vladimirrys perez fans    bit  realistic   wasnt  red bull  "
"901","max verstappen   worst teammate ive   valtteri bottas"
"902","congratulations  max verstappen  winning   drivers world championship   team red bull racing  "
"903","talksports max verstappen booed  abu dhabi win closes season costs red bull onetwo finish  drivers cha "
"904","redbullracing maxverstappen      race leader  wasnt      slow    "
"905"," life    revolving stream  sports bc  morning   praying  max verstappens downfall    "
"906","thank  formula   season   racing  max verstappen champion happy retirement sebastian  "
"907","chingas  tu madre max verstappen"
"908","hasanpikey roblmyers waving  red rag   red bull max verstappen  lewis hamilton     beat   "
"909","chingas  tu madre max verstappen"
"910","max verstappen completed  championship   taking victory  formula  seasonending abu dhabi grand prix "
"911"," congrats  max verstappen  becoming   owner  yas marina "
"912","lewis hamilton rips  gentlemans agreement  abu dhabi "
"913","riaa depressedsebfan  championship     won  max verstappen       "
"914","max verstappen     didnt   tyres    competitive twostop        commit "
"915","live  news max verstappen booed  abu dhabi win closes season costs red bull onetwo finish  drivers "
"916","chainbear max emilia romagna verstappen"
"917","max verstappen im     im  god "
"918","max verstappen    pointsscorerand  race winner  fhe won japanese grand prix  october  "
"919","antes oracle red bull racing  team despus max verstappen racing  team"
"920","breaking max verstappen wraps  formula  season  victory  abu dhabi grand prix "
"921","world champion max verstappen wins seasonclosing abu dhabi grand prix formula news "
"922","max verstappen wins  record  lewis winless season whata season baby"
"923","  lewis   verstappen   probably   penalty   max swearstappen    touch  little fucking princess"
"924","max verstappen wins mexico gp check   news   website  formula "
"925","auto  max verstappen   season  th win  abu dhabi grandprix "
"926","redbullracing   teammate selfish max oracle verstappen racing  team"
"927","vividesign  max verstappen   season  th win  abu dhabi grand prix   "
"928","max verstappen   season  th win  abu dhabi grand prix  filed  motorspor "
"929","max verstappen          bit  toro rosso wins lewis hamilton   "
"930","sundaythoughts story  explore referring  motorsports maxverstappen   season  thwin  "
"931","max verstappen   worst "
"932","max verstappen cruises  abu dhabi grand prixvictory "
"933","max verstappen wins seasonclosing abu dhabi grand prix  max verstappen claimed  recordext "
"934","superiicense max verstappen  getting  sus"
"935","red bull driver max verstappen wins  formula  abu dhabi grand prix  recordbreaking th victory    "
"936","  biggest  driver   world according   book max verstappen sergio perez george russell ca "
"937","maxverstappen redbullracing max    daily reminder     awful team mate       "
"938","max verstappen booed   abu dhabi gp fans   reacts   race win  uk  news"
"939","chainbear officer max emilian verstappen"
"940","max verstappen dominated  start  finish  emerged victorious  abu dhabi   successful  season rea "
"941","redbullracing maxverstappen vladimirrys     marred   total lack  teamwork  sportsmanship "
"942","max verstappen exclusive  abu dhabi reflecting  miracle  title win  lewis hamilton sympathy "
"943","etihad airways abu dhabi grand prix max verstappen caps successful  season  th victory charles leclerc  "
"944","abu dhabi gp max verstappen signs    style charles leclerc denies red bull onetwo sky sports "
"945","looking   formula  season dominated  max verstappen  redbull "
"946"," brundle compare max verstappen  michael schumacher"
"947","formula  abu dhabi grand prix champion red bulls max verstappen  action   race november  "
"948","etihad airways abu dhabi grand prix max verstappen caps successful  season  th victory charles leclerc  "
"949","abigailshrier elonmusk max verstappen  elon   lot  common im gonna    "
"950","elreyguiri max verstappen zhou ricciardo red bull haas williams silverstone"
"951","alsheikh  charlesleclerc verstappen    checo win   debt  owes      "
"952","sebastian vettel bids emotional goodbye    max verstappen wins abu dhabi finale  uk  news"
"953","max verstappen world champion baby abudhabigp "
"954","drwreckerr     stages max  giving perez multiple drss     leclercs     "
"955"," nice guy    award goes  max verstappen      brainer max wins  award  thanking "
"956","max verstappens  records  dutchman  world titles  wins   season     "
"957"," world annoyed  max verstappen   loss  red bull teammate sergio perez  abudhabigrandprix "
"958"," real  championship based  driver   day results driveroftheday  wtfofficial st max verstappen "
"959","max verstappen   season  th win  abu dhabi grand prix filed  motorsports continue reading  "
"960","world champion max verstappen wins seasonclosing abu dhabi grand prix formula news "
"961","   stats verstappen takes  onetrack hattrick  third yas marina win  season finale  "
"962","skysportsf  tweet  quoted   article  metro "
"963","max verstappen finishing   abu dhabi grand prix   treat  eyes"
"964","  winless  season   past season max verstappen lewis hamilton teamlh"
"965","max verstappen   world champion "
"966","daniel ricciardo finishes ninth  final  race  mclaren  max verstappen claims yearendingvictory "
"967","congrats  max verstappen  won  abu dhabi gp     running abudhabigp  redbull abudhabi "
"968"," wins  max verstappen "
"969"," topps chrome formula che ad tradingcards "
"970"," verstappen  angry  people  yelling   family        ok "
"971","redbullracing maxverstappen vladimirrys bad team mate bad max verstappen racing  help checo sorry  "
"972"," dad  told       quick    straight     box  people  feel  "
"973","max verstappen   wins  podiums  poles    abudhabigp "
"974","achieving         tough  according  max verstappen abudhabigp  "
"975"," entertaining  season   abudhabi   stunning dominant drive  verstappen  win  th "
"976","ottitguy pskubiszewski klompwerner   verstappen  help    tow  qualifying  perez  "
"977","max verstappen   season  th win  abu dhabi grand prix  "
"978","lblisss celebrating max verstappens win  xd"
"979","guys  watched max verstappens win live "
"980","max verstappen    th win     charles leclerc beat sergio perez     drivers "
"981","yo con max verstappen "
"982","scuderiaferrari  biggest  driver   world according   book max verstappen sergio perez george "
"983","abu dhabi sergio perez outpaced red bull teammate  world champion max verstappen  setting  fastest time  "
"984","abu dhabi gp max verstappen signs    style charles leclerc denies red bull onetwo sky sports "
"985","redbullracing maxverstappen vladimirrys  speak      max verstappen  retire"
"986","looking   formula  season dominated  max verstappen  red bull "
"987","max verstappen  entered gps      rets races completed podiums  "
"988","checo perez     worst driver   top teams     max verstappen  cant  "
"989","champion max verstappen   season  th win "
"990","roblmyers nicoflettie   guy    yearlong clown meltdown  red bull max verstappen  christian "
"991"," dominant performance   dominant season  max verstappen  "
"992","final classification max verstappen claimed  th  final win   recordbreaking season  emphatic style "
"993","redbullracing maxverstappen thank  checo  help max verstappen racing    "
"994","fifi       happend  max   leclerc   won    drs  verst "
"995"," boss double world champion max verstappen  abudhabigp "
"996","      abu dhabi gp   final rankings   season  stats  data  follow  "
"997","max verstappen  won  race   hes    top team        lewis hamilton"
"998"," lewishamilton sebastianvettel maxverstappen sergioperez max verstappen   season  th win  abu "
"999","max verstappen wins abu dhabi gp  lewis hamilton  season   whimper  sport germannews "
"1000","redbullracing maxverstappen max verstappen racing    exist checo  help  team   mate sorry checo   "
