"","text"
"812","sergio perez    investigated   monaco crash "
"813","suddenly sergio perez   fastest car redbull   joke "
"814","abu dhabi united arab emiratestwo drivers  level   ahead   formula  season finale  abu dhabi "
"815","formula  governing body  fia  prepared  investigate  sergio perez deliberately crashed  mona "
"816","red bull putting lipstick   pig  hiding max verstappensergio perez troubles feels formerfdriver "
"817","sergio perez     fastest  sector  mediums  sector       fastest tim "
"818","bbcf bbcf sergio perez    fear  daniel riccardos presence"
"819"," fia  ruling  perez deliberate crash probe  gmm  fia   currently lookin "
"820"," max      sergio perez     ahead  leclerc "
"821","  monaco    time ago     talking  monaco  abu dhabi    train  left  "
"822","formula team bosses    late   fia  investigate sergio perezs accident    monaco "
"823"," ricciardo  replacing perez   marko  gmm dr helmut marko moved     "
"824"," abudhabigp christian horner  steps questions  sergio perezs monaco crash "
"825"," sergio prez crash  purpose  monaco  harm verstappen answer czech abudhabi redbull alonso "
"826","public announcement max verstappen   excellent driver   lewis hamilton   sebastian vettel fernando "
"827"," sergio perez  discriminated  verstappen red bull   mainstream western sport media   mexican "
"828","red bull   replace sergio perez  daniel ricciardo   future   aussie rejoins  team  yea "
"829","daniel ricciardo looks set  return  red bull      deal    officially finalised   "
"830","daniel ricciardo looks set  return  red bull   wont  replacing sergio perez  team principal chris "
"831","mohammed ben sulayem   fia     happy  investigate sergio perezs crash  monaco earlier "
"832","monaco    time ago sergio perez shies   adding  fuel  monaco gp controversy "
"833","  news        "
"834"," news danielricciardo returns  redbull  season reserve driver max verstappen sergio perez contr "
"835"," ranking projection   battle     formula      abudhabigp     outcome "
"836","max verstappen    protected  isnt    investigate amp   fault  penalise max  def "
"837","fs governing body  fia   hide  investigating  sergio perez crashed deliberately  monaco "
"838","fia  shy  investigating sergio perez monaco crash "
"839"," sergio perez rebuffs monaco grand prix query  max verstappens angry message "
"840"," red bull controversy     max verstappens mother   fired   sergio perez   stro "
"841","max verstappen words  sergio perez  breaking motor sportsnews "
"842","sergio perez rebuffs monaco grand prix query  max verstappens angrymessage "
"843","sergio perez backtracks  max verstappen criticism regrets  comments planet       "
"844","red bulls sergio perez   regrets    comments    max verstappen   formula world "
"845","red bull racing  set    formula season   nonfungible token embellished  vehicles   driver "
"846","breaking news azukiofficial   showcased  max verstappen amp sergio perez cars   chase  final vict "
"847","   timeline  sergio perez      car  ferrari   charles   title run  "
"848","youlikemypace ziadej cobratate calls   dick rider   sergio perez   dp nice  dick rider"
"849","abu dhabi grand prix fp  max verstappen  george russell  charles leclerc  "
"850","fia president makes investigation guarantee  max verstappen spat  sergio perez bensulayem    "
"851","charles leclerc  sergio perez       penultimate lap george russell overtakes max verstappe "
"852","zaryan geegrimz youlikemypace cobratate sseagalofficial        aint sergio perez  "
"853","geegrimz youlikemypace cobratate sseagalofficial   dont watch   dont  ow sergio perez casual"
"854","   distraction rb budget cap violations  rb  news fia  investigate sergio perez "
"855","red bull drivers row  max verstappen refuses team    sergio perez past  sao paulo gp sky sports "
"856","breaking sergio perez   replaced  sebastien buemi  ferrari"
"857","virtual lap sergio perez drives  rb  yas marina circuit click   photo   check     st "
"858","outlapfpodcast   weird      pressure  sergio perez  stay   pace     sce "
"859","sergio perez charles leclerc battle   sebastian vettel braces  lastrace "
"860","sergio perez     qatar grand prix   gear box issue"
"861","red bull driver sergio prez schecoperez refuted  rumors   purposefully crashed    mona "
"862","sergio perez topps chrome sportscards ad "
"863","maxverstappen  ur family     public comments  sergio perez   family    fair "
"864","natiou  chillibadger united  disliking sergio perez   teammate"
"865"," via wearetherace          verstappen   brazil   "
"866","max verstappen    teammate  red bull star tipped  push  replacement "
"867","fastestpitstop maybe hes  standby  replace sergio perez"
"868","   else   unacceptable  girlfriends father calling  driver    "
"869","max verstappen  abuse  family  unacceptable following  paulo grand prix "
"870","  hypocrite  invited  support  observe black lives matter max claimed  didnt understand  obvi "
"871","dsoracing tomcoronel tomcoronel  erikvharen       proofs   monaco mischievous sergi "
"872"," word   liam lawson  replaced   fp  world champion max verstappen        "
"873","red bulls competitiveness      flying lap   lead  max verstappen  george "
"874"," indulge   luxury  penalizing  competitiveness   car    straights  extra "
"875","despite   milton keynes team    change  fp   comparison  giving max verstappen   "
"876","kimi raikkonen  won  azerbaijan grand prix sergio perez finishes   logan sargeant takes third"
"877","pg   reminded    status  team "
"878","followed  lewis hamilton sergio perez  carlos sainz  dutchman   gap    tenths   "
"879","victory  max verstapen  weekend  barhain max verstapen valteri bottas sergio perez driver   "
"880","formula  governing body  fia  prepared  investigate  sergio perez deliberately crashed  monaco  "
"881","matthewcarter    im  sergio perez"
"882","abu dhabi grand prix fia  shy  investigating sergio perez monaco crash  "
"883","max verstappen hits   media  reaction  sergio perez team  snub  red bull defend driver "
"884","bearical startonpole ocon isnt  level  alonso  ocon  caused th   annoying jobs  ex teammates sergio perez"
"885","sergio perez  doing bare minimum      "
"886","formula  governing body  fia  prepared  investigate  sergio perez deliberately crashed  mona "
"887","lewis hamilton  sergio perez   dream duo"
"888","chris andrewbensonf     sergio perezs mexican fans amp gangsters fans threaten  rape amp kill "
"889","     shortsighted  max  "
"890","red bull  set  tone    run  medium tires     extreme    lap  sergio "
"891"," red bull    world titles   pockets    strike    final  goa "
"892","niels max verstappen     legitimate overtake  sergio perez  teammates"
"893","abu dhabi grand prix fia  shy  investigating sergio perez monaco crash  "
"894","sergio perez   car          sessions     morning  "
"895"," perez  raises questions verstappen   team  disservice  accident raises questions sergio perez "
"896","formula  governing body  fia  prepared  investigate  sergio perez deliberately crashed  monaco  "
"897","max verstappens mum fires shocking allegation  sergioperez "
"898","  recent weeks  team  max verstappen  sergio perez  encountered   stumbling blocks  paddo "
"899","sergio perez   family  lewis hamilton fans  top funniest    time"
"900","fia president makes investigation guarantee  max verstappen spat  sergio perez "
"901","liam lawson   impressive fifth    practice outing  red bull  friday   couple  tenths  "
"902","liam lawson   impressive fifth    practice outing  red bull  friday   couple  tenths  "
"903","   titles decided  main focus  shifted   runnerup fight  sergio perez  charles lec "
"904","formula  governing body  fia  prepared  investigate  sergio perez deliberately crashed  monaco  "
"905","tobi gruener helmut marko  confirmed  skysportformel  ricciardo   rd driver    red bu "
"906","abu dhabi grand prix fia  shy  investigating sergio perez monaco crash  "
"907","abu dhabi grand prix fia  shy  investigating sergio perez monaco crash "
"908","fia willing  investigate sergio perezs monaco crash  complaint   "
"909"," max verstappen sergio perez  securing "
"910","abu dhabi grand prix fia  shy  investigating sergio perez monaco crash  "
"911","  ride  jacob   straight pipes  formula driver sergio perez  red bull racing   allne "
"912","live  news abu dhabi grand prix fia  shy  investigating sergio perez monaco crash "
"913","abu dhabi grand prix fia  shy  investigating sergio perez monaco crash  "
"914","andy vermaut sharesabu dhabi grand prix fia  shy  investigating sergio perez monaco crash formula  gov "
"915","abu dhabi grand prix fia  shy  investigating sergio perez monaco crash "
"916","abu dhabi grand prix fia  shy  investigating sergio perez monaco crash   perez"
"917","abu dhabi grand prix fia  shy  investigating sergio perez monaco crash bbc sport "
"918","abu dhabi grand prix fia  shy  investigating sergio perez monaco crash "
"919","fia willing  investigate sergio perezs monaco crash  complaint    via planetf "
"920"," fia       investigating       untoward  sergio perezs cras "
"921","sergio perez  dinner    stories thanks guys  happy retirement seb  "
"922","   sergio perz    ricciardo  verstappen  teammates  "
"923","sergio perez   sao paulo team  row   involved max verstappen  red bull    hand "
"924","max verstappen   fair team player  red bull lift lid  sergio perezdrama "
"925","context red bulls claim max verstappen  told   position   sergio perez    laplast "
"926","top searches  austria   wann ist black friday  digitaler fhrerschein  banksy  vicky leand "
"927","sergio perez  car          sessions     morning   "
"928"," fia     prepared  investigate    sergio perez deliberately crashed   formula  "
"929"," fia  currently investigating  controversy   accident  sergio perez   monaco gp  "
"930","  transparency      sergio perez   time   fia     initiate  "
"931"," controversy   accident  sergio perez   monaco gp   noted   fia   hav "
"932","sergio perez    max verstappen relationship  reacts  deliberate crashclaim "
"933"," obviously regret  lot       race   am   max   relationship    "
"934","stoffel vandoorne   worst driver ive  raced  sergio perez"
"935","max verstappen  red bull  hit   online threats  abuse leveled   world champion   family  "
"936","   stupid carlos sainz piles onto sergio perez monaco gp conspiracy  simple explanation "
"937"," fia       investigating       untoward  sergio perezs crash "
"938","cnn max verstappen  red bull  hit   online threats  abuse leveled   world champion   fam "
"939","  investigation  planned  fia    prepared  look  sergio perezs crash  monaco gp quali "
"940","maxverstappen im looking forward  seeing sergio perezs villain era   smart ass checoperez "
"941","cnn max verstappen  red bull  hit   online threats  abuse leveled   world champion   fam "
"942","sergio perezs  abudhabigp qualifying position     amp  photo redbullracing "
"943","perez learns  fia  launch investigation  verstappen bustup  sergio dont county "
"944","cnn  max verstappen  red bull  hit   online threats  abuse leveled   world champion  hi "
"945","lei  lighting azukiofficial   joining max verstappen  sergio perez    season finale  abu dh "
"946","max verstappen  red bull  hit   online threats  abuse leveled   world champion   family  "
"947","sergio perez raced  takes   practice "
"948","sergio perez  set fastest lap    gp"
"949","  hour  gone   max verstappen  fastest ahead  george russell charles leclerc lewis hamilton "
"950","  reason   verstappen fans  thank sergio perez   duties        "
"951","max verstappen tops fp    george russell  charles leclerc lewis hamilton  sergio perez    "
"952"," max verstappen tipped  throw toys    pram  demand sergio perez  replaced "
"953","  reason   verstappen fans  thank sergio perez   duties        "
"954"," people    defend sergio prezs moral integrity    max verstappens despicable lies  wor "
"955"," max verstappen tipped  throw toys    pram  demand sergio perez  replaced "
"956","max verstappen tops free practice     soft compound tyres  faster  george russell "
"957","sergio perez nd  drivers  ferrari nd  constructors   abudhabigp formula"
"958","leighogorman dont worry  spread     scribes "
"959","max verstappen  abuse  family  unacceptable following  paulo grand prix  "
"960"," cant     usa exclusive  uk   sister loves forumla racing   likes sergio prez "
"961","abu dhabi gp practice sergio perez  sec slower  teammate max verstappen  identical car  soft pir "
"962"," formula abudhabigp fjp practice fp  remaining time minute posdrivergaptyres   "
"963"," sergio perez     purpose  monaco    banned    forever  flavio briatore formula "
"964","sergio perez   softs crosses  line    teammate"
"965","max verstappen tipped  throw toys    pram  demand sergio perez isreplaced "
"966","max verstappen  abuse  family  unacceptable following  paulo grand prix "
"967","helmut marko  confirmed  sky sports  daniel ricciardo   rd driver    red bull sergio  "
"968","max verstappen  abuse  family  unacceptable following  paulo grand prix "
"969","max verstappen  abuse  family  unacceptable following  paulo grand prix max verstappen  red bull  "
"970"," final fp session   season  complete    drivers     chance  rookie "
"971","max verstappen  red bull  hit   online threats  abuse leveled   world champion   family  "
"972","brianmado    mean  ricciardo realistically  soccer terms       quad player supers "
"973","max verstappen  abuse  family  unacceptable following  paulo grand prix "
"974","max verstappen  reaction  team  controversy unacceptable  disgusting  "
"975","null max verstappen  abuse  family  unacceptable following  paulo grand "
"976","null max verstappen  abuse  family  unacceptable following  paulo grand "
"977","max verstappen  abuse  family  unacceptable following  paulo grand prix "
"978","max verstappen  abuse  family  unacceptable following  paulo grand prix "
"979","max verstappen  red bull  hit   online threats  abuse leveled   world champion   family  "
"980","max verstappen  abuse  family  unacceptable following  paulo grand prix gt "
"981","lei  lightning azuki    firstever nft featured   formula race car   nft   sh "
"982","       thats fine  max verstappen  dont    family    ju "
"983"," ralf schumacher recently     imagine  sergio perez    dri "
"984","    surprised  sergio perez    red bull   theyve apologised  "
"985","red bull racing bring daniel ricciardo  home  presence   pressure  sergio perez    "
"986","max verstappen  attacked  media    termed sickening  unacceptable news reports  follows "
"987","max verstappen  attacked  media    termed sickening  unacceptable news reports  follows "
"988"," minutes fp class sergio perez remains  fastest driver  fp   minutes   session   "
"989"," minutes fp class sergio perez remains  fastest driver  fp   minut "
"990","contract  sergio perez runs  "
"991","helmut marko  confirmed  skysportformel  ricciardo   rd driver    red bull contract wi "
"992"," lewis hamilton topped  timesheets  fp   abudhabigp  charles leclerc  sergio perez exchange "
"993","bascanvas maxvercatering catorrex skysportsf  forgetting nelson piquet  michael schumacher  sergio "
"994","redbullracing  speak        sergio perezs seat"
"995","sergio perez   tenths faster    rookie  "
"996"," minutes fp class sergio perez remains  fastest driver  fp   minutes   session   "
"997"," minutes fp class sergio perez tops  charts    abu dhabi  abudhabigp  "
"998"," session   liam lawson   couple  tenths  sergio perez    driving  red bull  "
"999"," pretty strong fp rookie performances yes    cars  liam lawson   touch  sergio pe "
"1000","  mercedes     fp  lewis hamilton ahead   weeks winner george russell    "
